gene_id	Count_CT	Count_HL	FoldChange	Gene_description
AT1G03100	53.168561127	150.2571606013	2.82605279165617	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)
AT1G03110	313.2636048318	578.7194423427	1.84738805726708	Encodes a gene involved in the modification of nucleosides in tRNA.  Mutants have no 7-methylguanosine.
AT1G03360	249.4875797769	856.2192872371	3.43191147231762	Encodes a core subunit of the RNA exosome required for the processing of rRNA, several snoRNA and the degradation of aberrant transcripts.
AT1G03495	71.9745647199	801.88448155	11.1412203001249	HXXXD-type acyl-transferase family protein;(source:Araport11)
AT1G04187	1.6797577264	19.1855167575	11.4215975649165	None;(source:Araport11)
AT1G03510	64.0441999997	175.1233137266	2.73441332278989	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)
AT1G03530	348.5892545066	926.0674720923	2.6566150852902	nuclear assembly factor 1;(source:Araport11)
AT1G03650	78.3961959694	224.4532636364	2.86306319918902	Acyl-CoA N-acyltransferases (NAT) superfamily protein;(source:Araport11)
AT1G03687	341.0131462622	456.982572967	1.34007318479046	DTW domain-containing protein;(source:Araport11)
AT1G03760	192.3452992811	390.2009636533	2.02864829612003	Prefoldin chaperone subunit family protein;(source:Araport11)
AT1G03800	0	4.0087611324		encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (ATERF-10). The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and leafy petiole.
AT1G03830	416.1183452947	580.005917692	1.39384846702981	guanylate-binding family protein;(source:Araport11)
AT1G03860	1395.9015472397	3736.0637434083	2.67645218303262	prohibitin 2
AT1G03905	47.2963027854	115.2799754826	2.43739930382436	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)
AT1G03940	60.7197555412	1626.391521205	26.7852119414652	HXXXD-type acyl-transferase family protein;(source:Araport11)
AT1G04010	259.018898768	428.4110483209	1.65397602398357	phospholipid sterol acyl transferase 1;(source:Araport11)
AT1G04070	112.1034604993	229.3428004032	2.04581374546089	Subunit of the TOM complex, a translocase in the outer mitochondrial membrane that selectively allows proteins with a mitochondrial targeting sequence to enter the mitochondrion.
AT1G04130	174.040567949	378.5612992697	2.1751325207157	Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808).  Interacts with Hsp90/Hsp70 as co-chaperone.
AT1G04170	2776.4699586185	5671.008666761	2.04252477112439	protein synthesis initiation factor eIF2 gamma The mRNA is cell-to-cell mobile.
AT1G04190	728.3782204598	1038.8480721091	1.42624812621842	Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.
AT1G04210	1405.6233215251	2038.8367519989	1.45048585974425	Encodes a putative Raf-related kinase.
AT1G04220	22.25337166	56.9277329214	2.55816214240139	Encodes KCS2, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).
AT1G04250	686.8918936753	1574.9025986925	2.29279543577926	Transcription regulator acting as repressor of auxin-inducible gene expression. Auxin-inducible AUX/IAA gene. Short-lived nuclear protein with four conserved domains. Domain III has homology to beta alpha alpha dimerization and DNA binding domains. Involved in auxin signaling and is a positive modulator of natural leaf senescence. Auxin induces the degradation of the protein in a dosage-dependent manner in a process mediated by AtRac1. Auxin induced the relocalization of the protein within the nucleus from a diffused nucleoplasmic pattern to a discrete particulated pattern named nuclear protein bodies or NPB in a process also mediated by Rac1. Colocalizes with SCF, CSN and 26S proteasome components.
AT1G04270	7622.0517356739	14367.1404895499	1.88494397411482	Encodes cytosolic ribosomal protein S15.
AT1G04420	4279.6232647767	6783.3455317451	1.5850333340262	NAD(P)-linked oxidoreductase superfamily protein;(source:Araport11)
AT1G04480	2264.3082655426	5957.8117723782	2.63118404107866	Ribosomal protein L14p/L23e family protein;(source:Araport11)
AT1G04277	13.4436151082	47.6179130413	3.54204673802772	None;(source:Araport11)
AT1G04510	1526.4687139042	2266.1474744443	1.4845685691443	Encodes MAC3A, a U-box proteins with homology to the yeast and human E3 ubiquitin ligase Prp19.  Associated with the MOS4-Associated Complex (MAC).  Involved in plant innate immunity.
AT1G04520	311.0007403244	500.1900249123	1.60832422582197	Encodes a plasmodesmal protein that may be involved in the intercellular movement of molecules through the plasmodesmata.
AT1G04550	520.2762394456	738.5080724642	1.41945377565415	IAA12/BDL plays a role in auxin-mediated processes of apical-basal patterning in the embryo. bdl mutants lack a primary root meristem
AT1G04570	184.0862593242	456.1059744698	2.47767528192605	Major facilitator superfamily protein;(source:Araport11)
AT1G04590	506.42205731	953.5090552645	1.88283476499686	PPR containing-like protein;(source:Araport11)
AT1G04635	60.9058029796	142.4902636738	2.33951867807286	ribonuclease P family protein / Rpp14 family protein;(source:Araport11)
AT1G04710	570.0454626475	1250.7562413756	2.1941341933793	EC2.3.1.16 thiolase. Its transcript levels change after inducing MUTE expression in a mute background.
AT1G04770	186.3836154882	666.7169733889	3.57712222526937	SDI2 is a member of a small family of TPR proteins in Arabidopsis. Like SDI1 it is induced by low sulfer and appears to play a role in negative regulation of glucosinolate biosynthesis.
AT1G04870	595.1842073753	1194.9960718905	2.0077751678935	Encodes a type I protein arginine methyltransferase based on the At1g04870.2 gene model. PRMT10 can catalyze the asymmetric dimethylation of arginine 3 on histone 4 and can also methylate myelin basic protein in vitro.  Mutants lacking PRMT10 flower late due to defects in the autonomous pathway and they have elevated levels of FLC transcripts.
AT1G04900	240.2464572373	624.0217167709	2.5974231792918	NADH dehydrogenase ubiquinone complex I, assembly factor-like protein (DUF185);(source:Araport11)
AT1G04945	167.9606415545	479.8512877376	2.85692697584688	HIT-type Zinc finger family protein;(source:Araport11)
AT1G04980	356.9190025554	767.4406979495	2.15018167274627	Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.
AT1G05000	25.3285809798	117.4922102503	4.63872059567815	Encodes an atypical dual-speci&#64257;city phosphatase.
AT1G05070	527.3088584661	768.9645606457	1.45828113504969	transmembrane protein, putative (DUF1068);(source:Araport11)
AT1G05100	11.6956450524	177.7786392127	15.2004133518244	member of MEKK subfamily
AT1G05230	413.1654604106	800.7614740705	1.93811330035843	Encodes a homeobox-leucine zipper family protein belonging to the HD-ZIP IV family. Mutants have trichomes that appear glass-like under a dissecting microscope as compared to the wild-type trichomes.  The mutations do not affect trichome growth or branch number.
AT1G05730	27.2794940457	129.46832287	4.74599428615164	FAM136A-like protein (DUF842);(source:Araport11)
AT1G05740	0	5.4382081109		FAM136A-like protein (DUF842);(source:Araport11)
AT1G05750	210.5327748421	396.163960448	1.88172107998445	Encodes a pentatricopeptide repeat protein required for editing of rpoA and clpP chloroplast transcripts.
AT1G06010	280.5540320051	409.3400179768	1.459041650734	basic leucine zipper/W2 domain protein;(source:Araport11)
AT1G06140	54.8651505547	124.3433465798	2.26634476206952	Encodes MEF3 (mitochondrial editing factor 3), a PPR (pentatricopeptide repeat) protein of the E domain subclass. Functions in mitochondrial RNA editing.
AT1G06170	11.0065102346	38.3217062417	3.48173085064075	Encodes a bHLH transcription factor that together with bHLH010 and bHLH091 is important for the normal transcriptome of the developing Arabidopsis anther, possibly by forming a feed-forward loop with DYT1.
AT1G06180	67.0848669929	523.4851342556	7.80332670721407	member of MYB3R- and R2R3- type MYB- encoding genes
AT1G06190	3082.3656122563	5957.6105950855	1.93280465217898	Encodes a  novel ribonucleic acid-binding protein that interacts with the endonuclease RNase E and supports its function in processing plastid ribonucleic acids.
AT1G06210	828.7872518527	1065.3171296182	1.28539275578474	ENTH/VHS/GAT family protein;(source:Araport11)
AT1G06220	1786.1484655734	3159.8930645067	1.7691099734491	Encodes a protein with similarity to splicing factor Snu114. Snu114 is thought to be involved in activation of the splicosome. Loss of GFA1 function results in reduced female fertility. Approximately 50% of ovules abort due to defects in the female gametophyte. In mutant gametophytes antipodal cells express egg cell markers suggesting a defect in specification of cell fate.GFA1 is also required to restrict the expression of LIS. The mRNA is cell-to-cell mobile.
AT1G06270	111.7163997103	306.5439976671	2.74394805473522	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)
AT1G06380	238.9427109768	551.3771922384	2.3075706724192	Ribosomal protein L1p/L10e family;(source:Araport11)
AT1G06430	2438.3466900132	13648.7479707747	5.59754198477035	encodes a FtsH protease that is localized to the chloroplast
AT1G06540	2.2052301039	199.3818447077	90.4131701971094	hypothetical protein;(source:Araport11)
AT1G06550	1124.9081491739	8184.7135055081	7.2758949355276	ATP-dependent caseinolytic (Clp) protease/crotonase family protein;(source:Araport11)
AT1G06560	332.419496749	790.5844920929	2.37827353637397	NOL1/NOP2/sun family protein;(source:Araport11)
AT1G06570	300.254922044	707.3444536372	2.35581301655912	Mutation of the PDS1 locus disrupts the activity of p-hydroxyphenylpyruvate dioxygenase (HPPDase), the first committed step in the synthesis of both plastoquinone and tocopherols in plants.
AT1G06620	35.1097342823	96.0176975156	2.73478849892651	encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenase The mRNA is cell-to-cell mobile.
AT1G06640	1076.8115443297	2185.2651546584	2.02938496170999	encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenase The mRNA is cell-to-cell mobile.
AT1G06670	1219.9028454198	2179.8238905498	1.78688319216082	nuclear DEIH-box helicase (NIH) encoding a putative RNA and/or DNA helicase homologous to a group of nucleic acid helicases from the DEAD/H family with nuclear DEIH-box helicase (NIH) distinct N- and C-terminal regions that differ from animal DEIH proteins The mRNA is cell-to-cell mobile.
AT1G06690	2335.8533101597	6628.2835672577	2.8376283469635	NAD(P)-linked oxidoreductase superfamily protein;(source:Araport11)
AT1G06710	211.9396898858	379.138903392	1.78889996298613	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)
AT1G06720	887.7257506962	3002.5776370483	3.38232571792981	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)
AT1G06730	479.5224406836	666.7885568896	1.39052628264704	pfkB-like carbohydrate kinase family protein;(source:Araport11)
AT1G06770	173.4295801435	294.3633478901	1.6973076198797	Encodes a C3HC4 RING-domain-containing ubiquitin E3 ligase capable of interacting with DREB2A. The DRIP1-GFP fusion protein is nuclear-localized. DRIP1 seems to be involved in regulating stress-related transcriptional changes and drought tolerance.
AT1G06790	227.7455868717	505.7844119235	2.22083079137087	Encodes a subunit of RNA polymerase III involved in maintaining global RNA homeostasis, not just that of genes transcribed by RNA pol III.
AT1G06820	1395.9728478697	2268.1905827664	1.62480995688973	Encodes carotenoid isomerase. Catalyzes the isomerization of poly-cis-carotenoids to all-trans-carotenoids. Together with PDS and ZDS, CRTiso is required to complete the synthesis of lycopene from phytoene.
AT1G06900	1179.8893638232	1627.9393148107	1.37973895241812	Insulinase (Peptidase family M16) family protein;(source:Araport11)
AT1G06950	6678.1413402312	14394.7991573091	2.15550980788477	Encodes a protein thought to be a part of the translocon at the chloroplast inner envelope. Involved in protein import into the chloroplast and chloroplast biogenesis. C-terminal half of Tic110 functions as scaffolds for protein-protein interactions.
AT1G07070	503.9919199597	1403.049253138	2.78387251377004	Ribosomal protein L35Ae family protein;(source:Araport11)
AT1G07140	3504.2650788975	4718.3573910971	1.34646132209313	Encodes a putative Ran-binding protein (siRanBP).
AT1G07150	32.6740304005	98.8869024755	3.02646784811667	member of MEKK subfamily
AT1G07210	789.8884006127	1324.4149841846	1.67671152425745	Ribosomal protein S18;(source:Araport11)
AT1G07350	564.4342663861	2414.4830393597	4.27770456747585	Encodes a serine/arginine rich-like protein, SR45a. Involved in the regulation of stress-responsive alternative splicing.
AT1G07390	83.4615416545	307.7772291679	3.68765329595737	receptor like protein 1;(source:Araport11)
AT1G07400	45.7821437933	474.1624583207	10.3569299957092	HSP20-like chaperones superfamily protein;(source:Araport11)
AT1G07510	733.4736697806	1984.2079949756	2.7052204826509	encodes an FtsH protease that is localized to the mitochondrion
AT1G07615	192.3064901088	347.96957774	1.80945311592516	GTP-binding protein Obg/CgtA;(source:Araport11)
AT1G07740	90.9753851584	158.2460405829	1.73943798432261	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)
AT1G07770	5837.2414616098	8088.5727022533	1.38568410360441	Encodes cytoplasmic ribosomal protein S15a.
AT1G07780	193.1606310884	679.6808570215	3.51873388066559	Encodes phosphoribosylanthranilate isomerase which catalyzes the third step of the tryptophan biosynthetic pathway. Member of gene family. The mRNA is cell-to-cell mobile.
AT1G07830	347.4150865567	638.2933147917	1.83726423949504	ribosomal protein L29 family protein;(source:Araport11)
AT1G07840	431.5813655495	1088.6414746376	2.5224478198949	Sas10/Utp3/C1D family;(source:Araport11)
AT1G07885	3.8508530305	16.8816890286	4.38388297213411	hypothetical protein;(source:Araport11)
AT1G07890	6537.4583820379	32506.770340051	4.97238658212579	Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.
AT1G07910	575.9633192393	941.4960397139	1.634645832928	Encodes a tRNA ligase that resembles the yeast Trl1 RNA ligase in structure and function but very different in sequence. Like Trl1, AtRNL consists of two domains,  an N-terminal ligase component and a C-terminal 5'-kinase/2',3'-cyclic phosphodiesterase  (CPD) component that can function in tRNA splicing in vivo when expressed as separate polypeptides. Requires a 2'-PO4 end for tRNA splicing in vivo.
AT1G07920	3662.8799026313	6700.2254256791	1.82922334441429	GTP binding Elongation factor Tu family protein;(source:Araport11)
AT1G07930	5907.3871777832	15584.3898271242	2.63811891079947	GTP binding Elongation factor Tu family protein;(source:Araport11)
AT1G07940	2757.1718794652	4946.9022972392	1.79419438232437	GTP binding Elongation factor Tu family protein;(source:Araport11)
AT1G07970	397.0979352415	577.4184586614	1.45409584743934	cytochrome B561, amino-terminal protein;(source:Araport11)
AT1G08000	264.7656033286	378.2415992565	1.4285904003439	Encodes a member of the GATA factor family of zinc finger transcription factors.
AT1G08070	70.1119117951	139.6246828418	1.99145450846996	Encodes a chloroplast RNA editing factor.
AT1G08130	995.0133164955	1916.0753040551	1.92567805102713	Encodes the Arabidopsis DNA ligase 1 that provides the major DNA ligase activity in cells and plays a key role in both DNA replication and excision repair pathways.  In addition, it is an important component of the active DNA demethylation machinery and is indispensable for cell viability. AtLIG1 expresses one major and two minor mRNA transcripts differing only in the length of the 5' untranslated leader sequences preceding a common ORF. Translation from the first in-frame start codon produces an AtLIG1 isoform that is targeted exclusively to the mitochondria. Translation initiation from the second in-frame start codon produces an AtLIG1 isoform targeted only to the nucleus.
AT1G08220	175.8222080074	482.4301227737	2.74385203235188	ATPase complex subunit;(source:Araport11)
AT1G08300	114.6690995486	189.8744453047	1.65584665836	no vein-like protein;(source:Araport11)
AT1G08360	6407.0093236342	12864.1528934174	2.0078249060703	Ribosomal protein L1p/L10e family;(source:Araport11)
AT1G08410	498.5012968858	829.6803420638	1.66434941543165	Encodes a large 60S subunit nuclear export GTPase 1 that is required for 40S maturation and is involved in ribosome biogenesis and affects multiple auxin-regulated development processes.
AT1G08580	704.181431925	1696.6515717792	2.40939549789195	hypothetical protein;(source:Araport11)
AT1G08610	300.5432593412	626.0037615365	2.08290734221995	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)
AT1G08630	3.0121427604	40.2851075442	13.3742358011113	Encodes a threonine aldolase, involved in threonine degradation to glycine. Primarily expressed in seeds and seedlings.
AT1G08640	2940.3301925137	6561.683236124	2.23161441284062	Encodes a choloroplast membrane protein CJD1 (Chloroplast J-like Domain 1). Predicted to contain a transit peptide, three transmembrane domains and an N-terminal J-like domain. Influences fatty acid composition of chloroplast lipids.
AT1G08845	159.0664775803	315.4606790504	1.98320025595053	Ribosomal L18p/L5e family protein;(source:Araport11)
AT1G09190	86.4527004087	269.9489305826	3.12250432093425	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)
AT1G09230	293.7952900757	444.2928413173	1.51225311067043	Encodes a U12-type spliceosomal protein that is an indispensible component of the minor spliceosome and plays a crucial role in U12 intron splicing and plant development.
AT1G09240	20.8461702647	129.7659213145	6.2249285920033	Encodes a nicotianamine synthase.
AT1G09290	248.225565813	356.3264953434	1.43549474517801	hypothetical protein;(source:Araport11)
AT1G09300	214.4363588223	718.4528932828	3.35042479376443	Encodes a mitochondrial protease ICP55. Alters the stability of proteins by removal of a single amino acid from their sequence.
AT1G09490	1002.0922650798	1572.9361667814	1.56965203863353	similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), Vigna unguiculata (gi:1854445), NOT a cinnamyl-alcohol dehydrogenase; Location of EST gb:H37170, gb:H77227 and gb:AA605565
AT1G09500	49.138672217	282.4330009435	5.74767262119447	similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), Vigna unguiculata (gi:1854445), NOT a cinnamyl-alcohol dehydrogenase
AT1G09510	0.2847136599	17.4468166049	61.2784669728451	similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), Vigna unguiculata (gi:1854445), NOT a cinnamyl-alcohol dehydrogenase
AT1G09560	666.5875736922	907.9472508773	1.36208247304734	Encodes a plasodesmata-located protein involved in regulating primary root growth by controlling phloem-mediated allocation of resources between the primary and lateral root meristems. The mRNA is cell-to-cell mobile.
AT1G09590	2878.1596266292	7203.4416232168	2.50279434002527	Translation protein SH3-like family protein;(source:Araport11)
AT1G09620	3647.4152171023	4977.9341186859	1.36478405182524	ATP binding/leucine-tRNA ligases/aminoacyl-tRNA ligase;(source:Araport11)
AT1G09640	5259.5726602978	9595.808926114	1.82444649896151	Translation elongation factor EF1B, gamma chain;(source:Araport11)
AT1G09660	753.7534372245	1266.8250107747	1.68068886748889	RNA-binding KH domain-containing protein;(source:Araport11)
AT1G09680	90.5822424049	148.3074452313	1.63726842363175	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)
AT1G09690	6368.3665605155	11369.0616374829	1.78523983025289	Translation protein SH3-like family protein;(source:Araport11)
AT1G09700	242.6347477504	466.2740620232	1.92171181723262	Encodes a nuclear dsRNA binding protein. Involved in mRNA cleavage. The mutant is characterized by shorter stature, delayed flowering, leaf hyponasty, reduced fertility, decreased rate of root growth, and an altered root gravitropic response. It also exhibits less sensitivity to auxin and cytokinin.
AT1G09760	1127.0308883144	1577.9905587732	1.4001307108213	U2 small nuclear ribonucleoprotein A;(source:Araport11)
AT1G09800	135.2726387066	249.7683502679	1.84640702403711	Pseudouridine synthase family protein;(source:Araport11)
AT1G09810	275.9266057041	683.216093863	2.47607907225761	evolutionarily conserved C-terminal region 11;(source:Araport11)
AT1G09830	1043.5155209739	2277.3626187205	2.18239458153441	glycinamide ribonucleotide synthetase (GAR synthetase) that catalyzes the conversion of phosphoribosyl amine to phosphoribosyl glycineamide
AT1G09850	859.1119088185	1865.9154581992	2.17191199312475	Arabidopsis thaliana papain-like cysteine peptidase
AT1G09900	830.2193032076	1535.9591566736	1.85006437544795	Pentatricopeptide repeat (PPR-like) superfamily protein;(source:Araport11)
AT1G09950	18.3211555066	97.5889185569	5.32657006932476	RESPONSE TO ABA AND SALT 1;(source:Araport11)
AT1G10230	172.478295075	399.9641649364	2.31892462041372	E3 ubiquitin ligase SCF complex subunit SKP1/ASK1 family protein;(source:Araport11)
AT1G10270	314.4680989328	784.8594343617	2.49583165041304	glutamine-rich protein 23;(source:Araport11)
AT1G10310	654.7768448441	809.8709659424	1.23686561661359	encodes a NADPH-dependent pterin aldehyde reductase that accepts pterin aldehyde as well as dihydropterin aldehyde as substrates involved in metabolism and salvage of folate and its derivatives.
AT1G10370	490.8611483832	9480.1044931447	19.3132101091527	Encodes GSTU17 (Glutathione S-Transferase U17). Functions as a negative component of stress-mediated signal transduction pathways in drought and salt stress responses.
AT1G10450	743.7582101179	1226.8552691654	1.64953509416847	Encodes SIN3-like 6, a homolog of the transcriptional repressor SIN3 (AT1G24190).
AT1G10490	847.9177982467	2673.65860257	3.15320495465305	GNAT acetyltransferase (DUF699);(source:Araport11)
AT1G10510	1725.0951819773	3718.6328713228	2.15561025859484	RNI-like superfamily protein;(source:Araport11)
AT1G10522	1358.101353641	4889.7529394902	3.60043300625614	Encodes PRIN2 (plastid redox insensitive 2). PRIN2 mutants are impaired in PEP (plastid-encoded RNA polymerase) activity and high light-dependent plastid redox signalling to the nucleus.
AT1G04797	13.0522874735	34.0631012048	2.60974187658356	Natural antisense transcript overlaps with AT1G10522;(source:Araport11)
AT1G10650	272.1171347137	624.2415538906	2.29401781165812	SBP (S-ribonuclease binding protein) family protein;(source:Araport11)
AT1G10660	639.424348553	831.0586594462	1.2996981759091	transmembrane protein;(source:Araport11)
AT1G10840	2635.7513698936	4148.1463877603	1.57380033456181	Encodes eukaryotic initiation factor 3H1 subunit (TIF3H1).
AT1G10960	3021.954832162	18606.0173966764	6.15694754887024	ferredoxin 1;(source:Araport11)
AT1G11100	13.4688659602	34.2200192019	2.54067560721288	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein;(source:Araport11)
AT1G11130	518.0383262037	1006.8932486907	1.94366555090516	Encodes a receptor-like kinase protein with a predicted extracellular domain of six leucine-rich repeats and an intracellular serine-threonine kinase domain expressed throughout the developing root. Regulates expression of GLABRA2, CAPRICE, WEREWOLF, and ENHANCER OF GLABRA3. Required  for floral organ shape, the development of the outer integument of  ovules, and stem development. Regulates cell shape and cell division planes  in the L2 layer of floral meristems and the L1-derived outer  integument of ovules. Controls specification of epidermal root hairs. Participates in the coordination of cell morphogenesis  between cell layers during floral development.
AT1G11230	0	4.1133314452		transmembrane protein, putative (DUF761);(source:Araport11)
AT1G11240	730.3716874763	1064.106437051	1.45693823473343	ribosomal RNA-processing protein;(source:Araport11)
AT1G11390	434.1473548554	918.1974211007	2.11494417927876	Protein kinase superfamily protein;(source:Araport11)
AT1G11430	3951.059088488	7730.577923158	1.95658372857095	Encodes a protein involved in RNA editing in chloroplasts. The mRNA is cell-to-cell mobile.
AT1G11475	788.8101167358	2080.851365745	2.63796232020431	Non-catalytic subunit common to nuclear DNA-dependent RNA polymerases II, IV and V; homologous to budding yeast RPB10.
AT1G11670	136.8368985103	247.8996244088	1.8116431102108	MATE efflux family protein;(source:Araport11)
AT1G11710	72.9575901317	184.8955339066	2.5342878454844	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)
AT1G11750	3942.6340532699	6636.4144487134	1.68324383116647	One of several nuclear-encoded ClpPs (caseinolytic protease). Contains a highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). The name reflects nomenclature described in Adam et. al (2001).
